Unnamed: 0,name,type,state,found,faculty_count,department_count,has_grad,has_remote,review_rating,review_count,difficulty_SD,difficulty_rank
731,Yasuda Women’s University,Private,Hiroshima Ken,1966-01,11,20,True,False,4.28,472.0,42.7,6
732,Fukuyama University,Private,Hiroshima Ken,1975-01,9,25,True,False,3.76,167.0,37.7,7
733,Hijiyama University,Private,Hiroshima Ken,1993-12,4,8,True,False,3.73,94.0,36.9,7
734,Fukuyama Heisei University,Private,Hiroshima Ken,1993-12,7,9,True,False,3.7,68.0,36.9,7
735,Hiroshima Bunka Gakuen University,Private,Hiroshima Ken,1994-12,7,8,True,False,3.52,91.0,35.6,7
736,Hiroshima InternationalUniversity,Private,Hiroshima Ken,1997-12,16,21,True,False,3.61,265.0,43.3,6
737,Japanese Red Cross Hiroshima College of Nursing,Private,Hiroshima Ken,1999-12,2,3,True,False,3.9,42.0,42.0,6
738,Hiroshima Cosmopolitan University,Private,Hiroshima Ken,2008-10,4,5,True,False,3.41,37.0,35.9,7
739,Baiko Gakuin University,Private,Yamaguchi Ken,1967-01,3,4,True,False,3.34,55.0,36.5,7
740,The University of East Asia,Private,Yamaguchi Ken,1974-02,6,14,True,True,3.86,32.0,35.5,7
741,Shiseikan University,Private,Yamaguchi Ken,1998-12,1,1,False,False,3.47,4.0,38.5,7
742,Ube Frontier University,Private,Yamaguchi Ken,2001-12,4,4,True,False,3.84,21.0,35.3,7
743,Yamaguchi Gakugei University,Private,Yamaguchi Ken,2006-11,2,2,True,False,4.01,19.0,38.5,7
744,Shikoku University,Private,Tokushima Ken,1966-01,8,14,True,False,3.78,144.0,36.7,7
745,Tokushima Bunri University,Private,Tokushima Ken,1966-01,17,37,True,False,3.74,229.0,35.9,7
746,Shikoku Gakuin University,Private,Kagawa Ken,1950-03,6,6,True,False,3.74,66.0,35.5,7
747,Takamatsu University,Private,Kagawa Ken,1995-12,4,4,True,False,3.84,51.0,38.0,7
748,Matsuyama University,Private,Ehime Ken,1923-02,11,12,True,False,3.7,456.0,38.5,7
749,St.Catherine University,Private,Ehime Ken,1987-12,2,5,True,False,3.97,39.0,35.3,7
750,Matsuyama Shinonome College,Private,Ehime Ken,1991-12,1,1,False,False,3.97,62.0,35.5,7
751,Kochi Professional University of Rehabilitation,Private,Kochi Ken,2019-04,1,1,False,False,4.0,1.0,35.5,7
752,Kochi Gakuen University,Private,Kochi Ken,2020-04,1,2,False,False,4.0,3.0,35.5,7
753,Kyushu Kyoritsu University,Private,Fukuoka Ken,1965-01,4,5,True,False,3.7,82.0,36.2,7
754,Kyushu Women’s University,Private,Fukuoka Ken,1962-04,2,3,False,False,3.64,113.0,35.5,7
755,Kyushu International University,Private,Fukuoka Ken,1947-03,4,5,True,False,3.56,70.0,35.5,7
756,Fukuoka Dental College,Private,Fukuoka Ken,1972-07,2,2,True,False,3.44,18.0,36.5,7
757,Kyushu Sangyo University,Private,Fukuoka Ken,1960-01,20,41,True,False,3.86,407.0,42.8,6
758,Kurume University,Private,Fukuoka Ken,1928-02,15,34,True,False,3.83,334.0,41.5,6
759,Seinan Gakuin University,Private,Fukuoka Ken,1921-02,19,26,True,False,4.02,687.0,51.7,4
760,Daiichi University of Pharmacy,Private,Fukuoka Ken,1960-01,3,5,True,False,3.39,44.0,35.5,7
761,Nakamura Gakuen University,Private,Fukuoka Ken,1965-01,6,7,True,False,4.04,318.0,43.4,6
762,Nishinippon Institute of Technology,Private,Fukuoka Ken,1967-01,3,4,True,False,3.87,40.0,35.1,7
763,Fukuoka University,Private,Fukuoka Ken,1934-04,21,65,True,False,3.98,1298.0,47.6,5
764,Fukuoka Institute of Technology,Private,Fukuoka Ken,1963-04,5,20,True,False,3.87,170.0,43.0,6
765,Japan University of Economics,Private,Fukuoka Ken,1968-03,3,7,True,False,3.7,57.0,35.5,7
766,Kurume Institute of Technology,Private,Fukuoka Ken,1966-04,2,8,True,False,3.68,39.0,36.8,7
767,"University of Occupational and Environmental Health, Japan",Private,Fukuoka Ken,1977-12,3,6,True,False,3.76,71.0,50.3,4
768,Chikushi Jogakuen University,Private,Fukuoka Ken,1987-12,4,6,True,False,3.97,220.0,35.9,7
769,Fukuoka Jo Gakuin University,Private,Fukuoka Ken,1989-12,4,10,True,False,3.92,174.0,36.9,7
770,Seinan Jo Gakuin University,Private,Fukuoka Ken,1993-12,3,6,False,False,3.78,127.0,36.7,7
771,Kyushu Institute of Information Sciences University,Private,Fukuoka Ken,1997-12,3,4,True,False,3.71,12.0,36.5,7
772,Kyushu Nutrition Welfare University,Private,Fukuoka Ken,2000-12,3,4,True,False,3.9,51.0,36.5,7
773,Japanese Red Cross Kyushu International College of Nursing,Private,Fukuoka Ken,2000-12,2,3,True,False,3.88,33.0,38.0,7
774,St.Mary’s College,Private,Fukuoka Ken,2006-04,3,3,True,False,3.74,35.0,40.5,6
776,Fukuoka Jo Gakuin Nursing University,Private,Fukuoka Ken,2007-12,1,1,False,False,4.52,34.0,40.5,6
778,Junshin Gakuen University,Private,Fukuoka Ken,2010-10,2,6,True,False,3.45,49.0,39.6,6
779,Fukuoka Nursing College,Private,Fukuoka Ken,2016-08,2,2,True,False,3.0,5.0,38.5,7
780,Fukuoka International University of Health and Welfare,Private,Fukuoka Ken,2018-08,3,5,False,False,3.74,24.0,40.9,6
781,Nishikyushu University,Private,Saga Ken,1968-02,6,13,True,False,3.83,119.0,35.5,7
782,Nagasaki Institute of Applied Science,Private,Nagasaki Ken,1945-03,3,7,True,False,3.65,34.0,35.6,7
783,Kwassui Women’s University,Private,Nagasaki Ken,1981-01,5,8,True,False,3.76,118.0,35.6,7
784,Nagasaki Junshin Catholic University,Private,Nagasaki Ken,1993-12,2,6,True,False,3.92,109.0,36.8,7
785,Nagasaki International University,Private,Nagasaki Ken,1999-12,6,9,True,False,3.95,110.0,36.6,7
786,Nagasaki University of Foreign Studies,Private,Nagasaki Ken,2000-12,1,2,False,False,3.76,55.0,36.3,7
787,Nagasaki Wesleyan University,Private,Nagasaki Ken,2001-12,1,3,False,False,3.71,20.0,35.5,7
788,Sojo University,Private,Kumamoto Ken,1965-01,9,25,True,False,3.85,166.0,42.5,6
789,Kumamoto Gakuen University,Private,Kumamoto Ken,1954-02,10,17,True,False,3.8,290.0,39.4,6
790,Shokei University,Private,Kumamoto Ken,1975-01,2,2,False,False,3.51,41.0,35.8,7
791,Kyushu Lutheran College,Private,Kumamoto Ken,1996-12,2,3,True,False,4.28,44.0,40.0,6
792,Kyushu University of Nursing And Social Welfare,Private,Kumamoto Ken,1998-04,3,9,True,False,3.72,86.0,37.4,7
794,Kumamoto Health Science University,Private,Kumamoto Ken,2002-12,3,5,True,False,4.11,85.0,39.3,6
795,Nippon Bunri University,Private,Oita Ken,1967-01,4,8,True,False,3.63,62.0,36.9,7
796,Beppu University,Private,Oita Ken,1947-04,6,12,True,False,3.87,110.0,35.6,7
797,Ritsumeikan Asia Pacific University,Private,Oita Ken,1999-12,4,5,True,False,3.94,195.0,50.6,4
799,Miyazaki Sangyo-Keiei University,Private,Miyazaki Ken,1987-02,2,2,False,False,3.78,36.0,38.5,7
800,Miyazaki International College,Private,Miyazaki Ken,1993-12,2,2,False,False,3.68,22.0,36.3,7
802,The International University of Kagoshima,Private,Kagoshima Ken,1932-03,6,9,True,False,3.89,139.0,36.8,7
803,Daiichi Institute of Technology,Private,Kagoshima Ken,1966-01,2,5,False,False,4.02,28.0,35.5,7
804,Shigakukan University,Private,Kagoshima Ken,1978-12,3,5,True,False,3.84,86.0,36.0,7
805,Kagoshima Immaculate Heart University,Private,Kagoshima Ken,1993-12,3,4,True,False,4.04,60.0,36.2,7
807,Okinawa International University,Private,Okinawa Ken,1972-02,7,15,True,False,3.95,263.0,41.6,6
808,Okinawa University,Private,Okinawa Ken,1961-03,4,7,True,False,3.88,121.0,37.5,7
809,Okinawa Christian University,Private,Okinawa Ken,2003-11,2,2,True,False,4.23,25.0,39.0,7
810,R Professional University of Rehabilitation,Private,Ibaraki Ken,2022-04,1,2,False,False,2.0,1.0,37.5,7
811,Osaka Shin-Ai  Gakuin University,Private,Osaka Fu,2022-04,2,2,False,False,3.806595460614152,249.7570093457944,38.8,7
812,Reiwa Health Sciences University,Private,Fukuoka Ken,2022-04,2,3,False,False,3.5,2.0,36.0,7
